"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000600.15",305.733050800907,0.0369317400466918,0.132737804097282,0.558348066007286,0.935118490676287
"ENSMUSG00000000605.9",1395.58624831814,0.0485809175981393,0.109079857792775,0.519229367154731,0.923654011918545
"ENSMUSG00000000628.10",110.786970770047,0.00352360927393087,0.137085536986626,0.942465748837776,0.996096319492752
"ENSMUSG00000000631.20",3916.18383039163,0.057213254574012,0.137212979753058,0.392552078624845,0.87869726838502
"ENSMUSG00000000673.9",12433.7147094346,0.154446453677297,0.166752983386959,0.0943179747665001,0.576897874789021
"ENSMUSG00000000682.7",148.309508782459,-0.065809288204132,0.155937963683431,0.199878594009653,0.755416707316505
"ENSMUSG00000000686.11",1063.32917420401,0.0423624467614435,0.136774737332094,0.484503395816919,0.91684183250178
"ENSMUSG00000000693.10",65.8269939521655,-0.0395918690302387,0.149049660586105,0.26262783270235,0.804456837869824
"ENSMUSG00000000708.14",2298.55360523008,0.0868782123917108,0.134923571602942,0.26497472123334,0.805667863609355
"ENSMUSG00000000711.3",3190.17481058248,0.17736958327673,0.141167245944123,0.0563847351102384,0.464703406728986
"ENSMUSG00000000732.9",28.2311853299346,-0.0407491653975755,0.15077118810434,0.188571909434025,0.741295416242668
"ENSMUSG00000000738.18",1077.9352107507,0.013981836175546,0.113250691785612,0.846894626380265,0.986054185455394
"ENSMUSG00000000739.14",108.585070048063,-0.00152360936945122,0.137670225446174,0.959059538105343,0.997764831713518
"ENSMUSG00000000740.12",5355.12046418012,-0.00414718909992884,0.112195029886276,0.952021423714234,0.996795301826962
"ENSMUSG00000000743.9",1394.83131194003,-0.10429731364593,0.131112379157368,0.197144865110074,0.752781922029335
"ENSMUSG00000000751.13",794.75199118649,0.105542350301526,0.159130812597458,0.170193109358957,0.713936032372948
"ENSMUSG00000000753.15",18300.66592734,0.00209889674708739,0.109566321434067,0.957697623229098,0.997730588309264
"ENSMUSG00000000759.14",221.879709085372,-0.0137564627085916,0.137594322459417,0.769763663297314,0.979542903879945
